File,Entity,Label
The-Sustainable-Development-Goals-Report-2020.txt,2030,DATE
The-Sustainable-Development-Goals-Report-2020.txt,15.7%,PERCENT
The-Sustainable-Development-Goals-Report-2020.txt,2019,DATE
The-Sustainable-Development-Goals-Report-2020.txt,10%,PERCENT
The-Sustainable-Development-Goals-Report-2020.txt,8.2%,PERCENT
The-Sustainable-Development-Goals-Report-2020.txt,6%,PERCENT
The-Sustainable-Development-Goals-Report-2020.txt,2010 2015 2019,DATE
The-Sustainable-Development-Goals-Report-2020.txt,2030,DATE
The-Sustainable-Development-Goals-Report-2020.txt,first,ORDINAL
The-Sustainable-Development-Goals-Report-2020.txt,"increasE
4 billion",CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,decades,DATE
The-Sustainable-Development-Goals-Report-2020.txt,+71 million,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,2016,DATE
The-Sustainable-Development-Goals-Report-2020.txt,2020,DATE
The-Sustainable-Development-Goals-Report-2020.txt,$23.6 BILLION,MONEY
The-Sustainable-Development-Goals-Report-2020.txt,63,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,2018,DATE
The-Sustainable-Development-Goals-Report-2020.txt,The Sustainable Development Goals Report 2020,LAW
The-Sustainable-Development-Goals-Report-2020.txt,21.3%,PERCENT
The-Sustainable-Development-Goals-Report-2020.txt,under 5,DATE
The-Sustainable-Development-Goals-Report-2020.txt,6.9%,PERCENT
The-Sustainable-Development-Goals-Report-2020.txt,47 million,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,22.4%,PERCENT
The-Sustainable-Development-Goals-Report-2020.txt,25.9%,PERCENT
The-Sustainable-Development-Goals-Report-2020.txt,5,DATE
The-Sustainable-Development-Goals-Report-2020.txt,2014,DATE
The-Sustainable-Development-Goals-Report-2020.txt,2019,DATE
The-Sustainable-Development-Goals-Report-2020.txt,70,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,decades,DATE
The-Sustainable-Development-Goals-Report-2020.txt,100%,PERCENT
The-Sustainable-Development-Goals-Report-2020.txt,Hundreds of thousands,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,sub-Saharan Africa,LOC
The-Sustainable-Development-Goals-Report-2020.txt,2020,DATE
The-Sustainable-Development-Goals-Report-2020.txt,less than half,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,2017,DATE
The-Sustainable-Development-Goals-Report-2020.txt,79%,PERCENT
The-Sustainable-Development-Goals-Report-2020.txt,34%,PERCENT
The-Sustainable-Development-Goals-Report-2020.txt,20%,PERCENT
The-Sustainable-Development-Goals-Report-2020.txt,20%,PERCENT
The-Sustainable-Development-Goals-Report-2020.txt,200 million,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,2030,DATE
The-Sustainable-Development-Goals-Report-2020.txt,"at least
",CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,90%,PERCENT
The-Sustainable-Development-Goals-Report-2020.txt,years,DATE
The-Sustainable-Development-Goals-Report-2020.txt,Only 65%,PERCENT
The-Sustainable-Development-Goals-Report-2020.txt,25%,PERCENT
The-Sustainable-Development-Goals-Report-2020.txt,36%,PERCENT
The-Sustainable-Development-Goals-Report-2020.txt,2020,DATE
The-Sustainable-Development-Goals-Report-2020.txt,2020,DATE
The-Sustainable-Development-Goals-Report-2020.txt,70%,PERCENT
The-Sustainable-Development-Goals-Report-2020.txt,30%,PERCENT
The-Sustainable-Development-Goals-Report-2020.txt,about three times as many hours,TIME
The-Sustainable-Development-Goals-Report-2020.txt,The Sustainable Development Goals Report 2020,LAW
The-Sustainable-Development-Goals-Report-2020.txt,Two,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,five,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,2016,DATE
The-Sustainable-Development-Goals-Report-2020.txt,2.2 billion,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,4.2 billion,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,2017,DATE
The-Sustainable-Development-Goals-Report-2020.txt,2017,DATE
The-Sustainable-Development-Goals-Report-2020.txt,3 billion,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,2030,DATE
The-Sustainable-Development-Goals-Report-2020.txt,61%,PERCENT
The-Sustainable-Development-Goals-Report-2020.txt,789 million,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,17%,PERCENT
The-Sustainable-Development-Goals-Report-2020.txt,2018,DATE
The-Sustainable-Development-Goals-Report-2020.txt,2017,DATE
The-Sustainable-Development-Goals-Report-2020.txt,3%,PERCENT
The-Sustainable-Development-Goals-Report-2020.txt,1.7%,PERCENT
The-Sustainable-Development-Goals-Report-2020.txt,2017,DATE
The-Sustainable-Development-Goals-Report-2020.txt,2018,DATE
The-Sustainable-Development-Goals-Report-2020.txt,21.4,MONEY
The-Sustainable-Development-Goals-Report-2020.txt,12%,PERCENT
The-Sustainable-Development-Goals-Report-2020.txt,2017,DATE
The-Sustainable-Development-Goals-Report-2020.txt,pandemic,EVENT
The-Sustainable-Development-Goals-Report-2020.txt,1.6 billion,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,2.0%,PERCENT
The-Sustainable-Development-Goals-Report-2020.txt,1.5%,PERCENT
The-Sustainable-Development-Goals-Report-2020.txt,2019,DATE
The-Sustainable-Development-Goals-Report-2020.txt,the Great Depression,EVENT
The-Sustainable-Development-Goals-Report-2020.txt,2020,DATE
The-Sustainable-Development-Goals-Report-2020.txt,4.2%,PERCENT
The-Sustainable-Development-Goals-Report-2020.txt,2020,DATE
The-Sustainable-Development-Goals-Report-2020.txt,400 million,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,second quarter of 2020,DATE
The-Sustainable-Development-Goals-Report-2020.txt,35%,PERCENT
The-Sustainable-Development-Goals-Report-2020.txt,2010 2017,DATE
The-Sustainable-Development-Goals-Report-2020.txt,51%,PERCENT
The-Sustainable-Development-Goals-Report-2020.txt,$1.4 trillion,MONEY
The-Sustainable-Development-Goals-Report-2020.txt,January May 2020,DATE
The-Sustainable-Development-Goals-Report-2020.txt,2010,DATE
The-Sustainable-Development-Goals-Report-2020.txt,$2.2 trillion,MONEY
The-Sustainable-Development-Goals-Report-2020.txt,2019,DATE
The-Sustainable-Development-Goals-Report-2020.txt,2017,DATE
The-Sustainable-Development-Goals-Report-2020.txt,Fewer than 1 5,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,2019,DATE
The-Sustainable-Development-Goals-Report-2020.txt,38,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,84,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,"$420 $271
",MONEY
The-Sustainable-Development-Goals-Report-2020.txt,2017,DATE
The-Sustainable-Development-Goals-Report-2020.txt,2018,DATE
The-Sustainable-Development-Goals-Report-2020.txt,100,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,0,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,100,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,one,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,24%,PERCENT
The-Sustainable-Development-Goals-Report-2020.txt,2018,DATE
The-Sustainable-Development-Goals-Report-2020.txt,4.2 million,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,90%,PERCENT
The-Sustainable-Development-Goals-Report-2020.txt,2016,DATE
The-Sustainable-Development-Goals-Report-2020.txt,47%,PERCENT
The-Sustainable-Development-Goals-Report-2020.txt,400 metres,QUANTITY
The-Sustainable-Development-Goals-Report-2020.txt,The Sustainable Development Goals Report 2020,LAW
The-Sustainable-Development-Goals-Report-2020.txt,38%,PERCENT
The-Sustainable-Development-Goals-Report-2020.txt,"less than
20%",PERCENT
The-Sustainable-Development-Goals-Report-2020.txt,2010,DATE
The-Sustainable-Development-Goals-Report-2020.txt,2017,DATE
The-Sustainable-Development-Goals-Report-2020.txt,73.2 billion,QUANTITY
The-Sustainable-Development-Goals-Report-2020.txt,Metric tons,QUANTITY
The-Sustainable-Development-Goals-Report-2020.txt,2017 to 2019,DATE
The-Sustainable-Development-Goals-Report-2020.txt,$318 $427,MONEY
The-Sustainable-Development-Goals-Report-2020.txt,"the
billion billion",MONEY
The-Sustainable-Development-Goals-Report-2020.txt,European Union,ORG
The-Sustainable-Development-Goals-Report-2020.txt,at least one,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,2015,DATE
The-Sustainable-Development-Goals-Report-2020.txt,2018,DATE
The-Sustainable-Development-Goals-Report-2020.txt,13.8%,PERCENT
The-Sustainable-Development-Goals-Report-2020.txt,2016,DATE
The-Sustainable-Development-Goals-Report-2020.txt,Only 85,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,2019,DATE
The-Sustainable-Development-Goals-Report-2020.txt,second,ORDINAL
The-Sustainable-Development-Goals-Report-2020.txt,year,DATE
The-Sustainable-Development-Goals-Report-2020.txt,"the
Sendai Framework",ORG
The-Sustainable-Development-Goals-Report-2020.txt,2100,DATE
The-Sustainable-Development-Goals-Report-2020.txt,6%,PERCENT
The-Sustainable-Development-Goals-Report-2020.txt,2020,DATE
The-Sustainable-Development-Goals-Report-2020.txt,2016,DATE
The-Sustainable-Development-Goals-Report-2020.txt,7.6%,PERCENT
The-Sustainable-Development-Goals-Report-2020.txt,annual,DATE
The-Sustainable-Development-Goals-Report-2020.txt,600 billion $681,MONEY
The-Sustainable-Development-Goals-Report-2020.txt,1.5°,PERCENT
The-Sustainable-Development-Goals-Report-2020.txt,39 million,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,2018,DATE
The-Sustainable-Development-Goals-Report-2020.txt,46.0%,PERCENT
The-Sustainable-Development-Goals-Report-2020.txt,44.8%,PERCENT
The-Sustainable-Development-Goals-Report-2020.txt,30.5%,PERCENT
The-Sustainable-Development-Goals-Report-2020.txt,100–150%,PERCENT
The-Sustainable-Development-Goals-Report-2020.txt,2000 2015,DATE
The-Sustainable-Development-Goals-Report-2020.txt,2019,DATE
The-Sustainable-Development-Goals-Report-2020.txt,2100,DATE
The-Sustainable-Development-Goals-Report-2020.txt,half,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,1.55%,PERCENT
The-Sustainable-Development-Goals-Report-2020.txt,oceania,GPE
The-Sustainable-Development-Goals-Report-2020.txt,1.11%,PERCENT
The-Sustainable-Development-Goals-Report-2020.txt,97 countries,PERCENT
The-Sustainable-Development-Goals-Report-2020.txt,the Agreement on Port State Measures,LAW
The-Sustainable-Development-Goals-Report-2020.txt,first,ORDINAL
The-Sustainable-Development-Goals-Report-2020.txt,2020,DATE
The-Sustainable-Development-Goals-Report-2020.txt,10 million hectares,QUANTITY
The-Sustainable-Development-Goals-Report-2020.txt,"31,000",CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,27%,PERCENT
The-Sustainable-Development-Goals-Report-2020.txt,"116,000",CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,Two billion hectares,QUANTITY
The-Sustainable-Development-Goals-Report-2020.txt,Earth,LOC
The-Sustainable-Development-Goals-Report-2020.txt,3.2 billion,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,"370,000",CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,Only a third 113,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,"to
",ORG
The-Sustainable-Development-Goals-Report-2020.txt,100,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,5.9 5.8,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,"100,000",CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,"100,000",CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,2015,DATE
The-Sustainable-Development-Goals-Report-2020.txt,2018,DATE
The-Sustainable-Development-Goals-Report-2020.txt,"440,000",CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,Covid-19 Implications,LAW
The-Sustainable-Development-Goals-Report-2020.txt,COVID-19 implications,LAW
The-Sustainable-Development-Goals-Report-2020.txt,127,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,2019,DATE
The-Sustainable-Development-Goals-Report-2020.txt,79.5 million,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,60%,PERCENT
The-Sustainable-Development-Goals-Report-2020.txt,ODA,ORG
The-Sustainable-Development-Goals-Report-2020.txt,LDC,ORG
The-Sustainable-Development-Goals-Report-2020.txt,s,ORG
The-Sustainable-Development-Goals-Report-2020.txt,$147.4 billion,MONEY
The-Sustainable-Development-Goals-Report-2020.txt,Africa Global,ORG
The-Sustainable-Development-Goals-Report-2020.txt,2019,DATE
The-Sustainable-Development-Goals-Report-2020.txt,up to 40%,PERCENT
The-Sustainable-Development-Goals-Report-2020.txt,"almost
1.3%",PERCENT
The-Sustainable-Development-Goals-Report-2020.txt,2.6%,PERCENT
The-Sustainable-Development-Goals-Report-2020.txt,2020,DATE
The-Sustainable-Development-Goals-Report-2020.txt,2018,DATE
The-Sustainable-Development-Goals-Report-2020.txt,2018,DATE
The-Sustainable-Development-Goals-Report-2020.txt,2018,DATE
The-Sustainable-Development-Goals-Report-2020.txt,100,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,2019,DATE
The-Sustainable-Development-Goals-Report-2020.txt,33.6 11.2,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,$554 billion,MONEY
The-Sustainable-Development-Goals-Report-2020.txt,2019,DATE
The-Sustainable-Development-Goals-Report-2020.txt,$445 billion,MONEY
The-Sustainable-Development-Goals-Report-2020.txt,2020,DATE
The-Sustainable-Development-Goals-Report-2020.txt,half,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,$690 million,MONEY
The-Sustainable-Development-Goals-Report-2020.txt,2017,DATE
The-Sustainable-Development-Goals-Report-2020.txt,50%,PERCENT
The-Sustainable-Development-Goals-Report-2020.txt,The Sustainable Development Goals Report 2020,LAW
The-Sustainable-Development-Goals-Report-2020.txt,80-year-olds,DATE
The-Sustainable-Development-Goals-Report-2020.txt,8,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,10,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,Almost one,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,(1-14 years,DATE
The-Sustainable-Development-Goals-Report-2020.txt,2016,DATE
The-Sustainable-Development-Goals-Report-2020.txt,69,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,millions,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,379 million,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,3,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,10,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,first,ORDINAL
The-Sustainable-Development-Goals-Report-2020.txt,20 years,DATE
The-Sustainable-Development-Goals-Report-2020.txt,23,DATE
The-Sustainable-Development-Goals-Report-2020.txt,2030,DATE
The-Sustainable-Development-Goals-Report-2020.txt,the Great Depression,EVENT
The-Sustainable-Development-Goals-Report-2020.txt,tens of millions,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,years,DATE
The-Sustainable-Development-Goals-Report-2020.txt,COVID-19 shifts,LAW
The-Sustainable-Development-Goals-Report-2020.txt,below $1 .90,MONEY
The-Sustainable-Development-Goals-Report-2020.txt,"2010–2015, 2019",DATE
The-Sustainable-Development-Goals-Report-2020.txt,15.7 per cent,PERCENT
The-Sustainable-Development-Goals-Report-2020.txt,2010,DATE
The-Sustainable-Development-Goals-Report-2020.txt,10.0 per cent,PERCENT
The-Sustainable-Development-Goals-Report-2020.txt,2015,DATE
The-Sustainable-Development-Goals-Report-2020.txt,COVID-19 (,LAW
The-Sustainable-Development-Goals-Report-2020.txt,Nowcast,ORG
The-Sustainable-Development-Goals-Report-2020.txt,20,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,2019,DATE
The-Sustainable-Development-Goals-Report-2020.txt,8.2 per cent,PERCENT
The-Sustainable-Development-Goals-Report-2020.txt,6 per cent,PERCENT
The-Sustainable-Development-Goals-Report-2020.txt,2030,DATE
