Category,Match,File
Progress Status,on track,The-Sustainable-Development-Goals-Report-2020.pdf
Progress Status,on track,The-Sustainable-Development-Goals-Report-2020.pdf
Progress Status,on track,The-Sustainable-Development-Goals-Report-2020.pdf
Progress Status,on track,The-Sustainable-Development-Goals-Report-2020.pdf
Progress Status,No data,The-Sustainable-Development-Goals-Report-2020.pdf
Progress Status,No data,The-Sustainable-Development-Goals-Report-2020.pdf
Progress Status,No data,The-Sustainable-Development-Goals-Report-2020.pdf
Progress Status,on track,The-Sustainable-Development-Goals-Report-2020.pdf
Progress Status,on track,The-Sustainable-Development-Goals-Report-2020.pdf
Progress Status,on track,The-Sustainable-Development-Goals-Report-2020.pdf
Progress Status,on track,The-Sustainable-Development-Goals-Report-2020.pdf
Progress Status,On track,The-Sustainable-Development-Goals-Report-2020.pdf
Progress Status,on track,The-Sustainable-Development-Goals-Report-2020.pdf
Progress Status,No data,The-Sustainable-Development-Goals-Report-2020.pdf
Action and Impact,economic loss,The-Sustainable-Development-Goals-Report-2020.pdf
Action and Impact,urgent action,The-Sustainable-Development-Goals-Report-2020.pdf
Action and Impact,economic loss,The-Sustainable-Development-Goals-Report-2020.pdf
Action and Impact,economic loss,The-Sustainable-Development-Goals-Report-2020.pdf
Action and Impact,economic loss,The-Sustainable-Development-Goals-Report-2020.pdf
Action and Impact,economic loss,The-Sustainable-Development-Goals-Report-2020.pdf
Action and Impact,Urgent action,The-Sustainable-Development-Goals-Report-2020.pdf
Action and Impact,urgent action,The-Sustainable-Development-Goals-Report-2020.pdf
Action and Impact,urgent action,The-Sustainable-Development-Goals-Report-2020.pdf
Action and Impact,economic loss,The-Sustainable-Development-Goals-Report-2020.pdf
Action and Impact,Urgent action,The-Sustainable-Development-Goals-Report-2020.pdf
Data and Monitoring,disaggregated data,The-Sustainable-Development-Goals-Report-2020.pdf
Data and Monitoring,disaggregated data,The-Sustainable-Development-Goals-Report-2020.pdf
Data and Monitoring,data gaps,The-Sustainable-Development-Goals-Report-2020.pdf
Data and Monitoring,data gaps,The-Sustainable-Development-Goals-Report-2020.pdf
Data and Monitoring,disaggregated data,The-Sustainable-Development-Goals-Report-2020.pdf
Data and Monitoring,disaggregated data,The-Sustainable-Development-Goals-Report-2020.pdf
Data and Monitoring,disaggregated data,The-Sustainable-Development-Goals-Report-2020.pdf
Biodiversity and Ecosystems,biodiversity loss,The-Sustainable-Development-Goals-Report-2020.pdf
Biodiversity and Ecosystems,biodiversity loss,The-Sustainable-Development-Goals-Report-2020.pdf
Biodiversity and Ecosystems,biodiversity loss,The-Sustainable-Development-Goals-Report-2020.pdf
Biodiversity and Ecosystems,biodiversity loss,The-Sustainable-Development-Goals-Report-2020.pdf
Biodiversity and Ecosystems,endangered species,The-Sustainable-Development-Goals-Report-2020.pdf
Marine and Water Issues,Life below water,The-Sustainable-Development-Goals-Report-2020.pdf
Marine and Water Issues,Ocean acidification,The-Sustainable-Development-Goals-Report-2020.pdf
Marine and Water Issues,water stress,The-Sustainable-Development-Goals-Report-2020.pdf
Marine and Water Issues,water stress,The-Sustainable-Development-Goals-Report-2020.pdf
Marine and Water Issues,water stress,The-Sustainable-Development-Goals-Report-2020.pdf
Marine and Water Issues,water stress,The-Sustainable-Development-Goals-Report-2020.pdf
Marine and Water Issues,water stress,The-Sustainable-Development-Goals-Report-2020.pdf
Marine and Water Issues,water stress,The-Sustainable-Development-Goals-Report-2020.pdf
Marine and Water Issues,water stress,The-Sustainable-Development-Goals-Report-2020.pdf
Marine and Water Issues,water stress,The-Sustainable-Development-Goals-Report-2020.pdf
Marine and Water Issues,ocean acidification,The-Sustainable-Development-Goals-Report-2020.pdf
Marine and Water Issues,ocean acidification,The-Sustainable-Development-Goals-Report-2020.pdf
Marine and Water Issues,Life below water,The-Sustainable-Development-Goals-Report-2020.pdf
Energy Transition,Energy efficiency,The-Sustainable-Development-Goals-Report-2020.pdf
Energy Transition,energy efficiency,The-Sustainable-Development-Goals-Report-2020.pdf
Energy Transition,energy efficiency,The-Sustainable-Development-Goals-Report-2020.pdf
Energy Transition,energy efficiency,The-Sustainable-Development-Goals-Report-2020.pdf
Work and Employment,Decent work,The-Sustainable-Development-Goals-Report-2020.pdf
Work and Employment,decent work,The-Sustainable-Development-Goals-Report-2020.pdf
Work and Employment,decent work,The-Sustainable-Development-Goals-Report-2020.pdf
Work and Employment,labour market,The-Sustainable-Development-Goals-Report-2020.pdf
Work and Employment,decent work,The-Sustainable-Development-Goals-Report-2020.pdf
Work and Employment,decent work,The-Sustainable-Development-Goals-Report-2020.pdf
Work and Employment,unemployment rate,The-Sustainable-Development-Goals-Report-2020.pdf
Work and Employment,Unemployment rate,The-Sustainable-Development-Goals-Report-2020.pdf
Work and Employment,unemployment rate,The-Sustainable-Development-Goals-Report-2020.pdf
Work and Employment,unemployment rate,The-Sustainable-Development-Goals-Report-2020.pdf
Work and Employment,unemployment rate,The-Sustainable-Development-Goals-Report-2020.pdf
Work and Employment,decent work,The-Sustainable-Development-Goals-Report-2020.pdf
Work and Employment,Decent work,The-Sustainable-Development-Goals-Report-2020.pdf
Inequalities,Reduced inequalities,The-Sustainable-Development-Goals-Report-2020.pdf
Inequalities,Income inequality,The-Sustainable-Development-Goals-Report-2020.pdf
Inequalities,income inequality,The-Sustainable-Development-Goals-Report-2020.pdf
Inequalities,income inequality,The-Sustainable-Development-Goals-Report-2020.pdf
Inequalities,Income inequality,The-Sustainable-Development-Goals-Report-2020.pdf
Inequalities,income inequality,The-Sustainable-Development-Goals-Report-2020.pdf
Inequalities,income inequality,The-Sustainable-Development-Goals-Report-2020.pdf
Inequalities,income inequality,The-Sustainable-Development-Goals-Report-2020.pdf
Inequalities,income inequality,The-Sustainable-Development-Goals-Report-2020.pdf
Inequalities,Reduced inequalities,The-Sustainable-Development-Goals-Report-2020.pdf
Health Metrics,Universal health coverage,The-Sustainable-Development-Goals-Report-2020.pdf
Health Metrics,universal health coverage,The-Sustainable-Development-Goals-Report-2020.pdf
Health Metrics,universal health coverage,The-Sustainable-Development-Goals-Report-2020.pdf
Progress and Performance,achieved Progress,The-Sustainable-Development-Goals-Report-2020.pdf
Financial Support,development aid,The-Sustainable-Development-Goals-Report-2020.pdf
Financial Support,CLIMATE FINANCE,The-Sustainable-Development-Goals-Report-2020.pdf
Financial Support,debt relief,The-Sustainable-Development-Goals-Report-2020.pdf
Financial Support,climate finance,The-Sustainable-Development-Goals-Report-2020.pdf
SDG Goal,Goal 1,The-Sustainable-Development-Goals-Report-2022.pdf
SDG Goal,Goal 2,The-Sustainable-Development-Goals-Report-2022.pdf
SDG Goal,Goal 3,The-Sustainable-Development-Goals-Report-2022.pdf
SDG Goal,Goal 4,The-Sustainable-Development-Goals-Report-2022.pdf
SDG Goal,Goal 5,The-Sustainable-Development-Goals-Report-2022.pdf
SDG Goal,Goal 6,The-Sustainable-Development-Goals-Report-2022.pdf
SDG Goal,Goal 7,The-Sustainable-Development-Goals-Report-2022.pdf
SDG Goal,Goal 8,The-Sustainable-Development-Goals-Report-2022.pdf
SDG Goal,Goal 9,The-Sustainable-Development-Goals-Report-2022.pdf
SDG Goal,Goal 10,The-Sustainable-Development-Goals-Report-2022.pdf
SDG Goal,Goal 11,The-Sustainable-Development-Goals-Report-2022.pdf
SDG Goal,Goal 12,The-Sustainable-Development-Goals-Report-2022.pdf
SDG Goal,Goal 13,The-Sustainable-Development-Goals-Report-2022.pdf
SDG Goal,Goal 14,The-Sustainable-Development-Goals-Report-2022.pdf
SDG Goal,Goal 15,The-Sustainable-Development-Goals-Report-2022.pdf
SDG Goal,Goal 16,The-Sustainable-Development-Goals-Report-2022.pdf
SDG Goal,Goal 17,The-Sustainable-Development-Goals-Report-2022.pdf
SDG Goal,Goal 3,The-Sustainable-Development-Goals-Report-2022.pdf
SDG Goal,Goal 13,The-Sustainable-Development-Goals-Report-2022.pdf
SDG Goal,Goal 1,The-Sustainable-Development-Goals-Report-2022.pdf
SDG Goal,Goal 2,The-Sustainable-Development-Goals-Report-2022.pdf
SDG Goal,Goal 3,The-Sustainable-Development-Goals-Report-2022.pdf
SDG Goal,Goal 3,The-Sustainable-Development-Goals-Report-2022.pdf
SDG Goal,Goal 3,The-Sustainable-Development-Goals-Report-2022.pdf
SDG Goal,Goal 3,The-Sustainable-Development-Goals-Report-2022.pdf
SDG Goal,Goal 4,The-Sustainable-Development-Goals-Report-2022.pdf
SDG Goal,Goal 5,The-Sustainable-Development-Goals-Report-2022.pdf
SDG Goal,Goal 5,The-Sustainable-Development-Goals-Report-2022.pdf
SDG Goal,Goal 6,The-Sustainable-Development-Goals-Report-2022.pdf
SDG Goal,Goal 7,The-Sustainable-Development-Goals-Report-2022.pdf
SDG Goal,Goal 7,The-Sustainable-Development-Goals-Report-2022.pdf
SDG Goal,Goal 7,The-Sustainable-Development-Goals-Report-2022.pdf
SDG Goal,Goal 7,The-Sustainable-Development-Goals-Report-2022.pdf
SDG Goal,Goal 8,The-Sustainable-Development-Goals-Report-2022.pdf
SDG Goal,Goal 9,The-Sustainable-Development-Goals-Report-2022.pdf
SDG Goal,Goal 9,The-Sustainable-Development-Goals-Report-2022.pdf
SDG Goal,Goal 10,The-Sustainable-Development-Goals-Report-2022.pdf
SDG Goal,Goal 11,The-Sustainable-Development-Goals-Report-2022.pdf
SDG Goal,Goal 12,The-Sustainable-Development-Goals-Report-2022.pdf
SDG Goal,Goal 13,The-Sustainable-Development-Goals-Report-2022.pdf
SDG Goal,Goal 14,The-Sustainable-Development-Goals-Report-2022.pdf
SDG Goal,Goal 15,The-Sustainable-Development-Goals-Report-2022.pdf
SDG Goal,Goal 16,The-Sustainable-Development-Goals-Report-2022.pdf
SDG Goal,Goal 17,The-Sustainable-Development-Goals-Report-2022.pdf
Global Agreement,2030 Agenda,The-Sustainable-Development-Goals-Report-2022.pdf
Global Agreement,2030 Agenda,The-Sustainable-Development-Goals-Report-2022.pdf
Global Agreement,2030 Agenda,The-Sustainable-Development-Goals-Report-2022.pdf
Global Agreement,2030 Agenda,The-Sustainable-Development-Goals-Report-2022.pdf
Global Agreement,Paris Agreement,The-Sustainable-Development-Goals-Report-2022.pdf
Global Agreement,2030 Agenda,The-Sustainable-Development-Goals-Report-2022.pdf
Global Agreement,Sendai Framework,The-Sustainable-Development-Goals-Report-2022.pdf
Global Agreement,2030 Agenda,The-Sustainable-Development-Goals-Report-2022.pdf
Global Agreement,Paris Agreement,The-Sustainable-Development-Goals-Report-2022.pdf
Global Agreement,Paris Agreement,The-Sustainable-Development-Goals-Report-2022.pdf
Climate Metrics,greenhouse gas emissions,The-Sustainable-Development-Goals-Report-2022.pdf
Climate Metrics,greenhouse gas emissions,The-Sustainable-Development-Goals-Report-2022.pdf
Climate Metrics,greenhouse gas emissions,The-Sustainable-Development-Goals-Report-2022.pdf
Climate Metrics,greenhouse gas emissions,The-Sustainable-Development-Goals-Report-2022.pdf
Climate Metrics,greenhouse gas emissions,The-Sustainable-Development-Goals-Report-2022.pdf
Climate Metrics,greenhouse gas emissions,The-Sustainable-Development-Goals-Report-2022.pdf
Climate Metrics,greenhouse gas emissions,The-Sustainable-Development-Goals-Report-2022.pdf
Poverty,extreme poverty,The-Sustainable-Development-Goals-Report-2022.pdf
Poverty,extreme poverty,The-Sustainable-Development-Goals-Report-2022.pdf
Poverty,extreme poverty,The-Sustainable-Development-Goals-Report-2022.pdf
Poverty,extreme poverty,The-Sustainable-Development-Goals-Report-2022.pdf
Poverty,extreme poverty,The-Sustainable-Development-Goals-Report-2022.pdf
Poverty,extreme poverty,The-Sustainable-Development-Goals-Report-2022.pdf
Poverty,extreme poverty,The-Sustainable-Development-Goals-Report-2022.pdf
Poverty,extreme poverty,The-Sustainable-Development-Goals-Report-2022.pdf
Poverty,extreme poverty,The-Sustainable-Development-Goals-Report-2022.pdf
Poverty,extreme poverty,The-Sustainable-Development-Goals-Report-2022.pdf
Poverty,extreme poverty,The-Sustainable-Development-Goals-Report-2022.pdf
Poverty,extreme poverty,The-Sustainable-Development-Goals-Report-2022.pdf
Education,school completion rate,The-Sustainable-Development-Goals-Report-2022.pdf
Gender Equality,gender-responsive budgeting,The-Sustainable-Development-Goals-Report-2022.pdf
Gender Equality,gender-responsive budgeting,The-Sustainable-Development-Goals-Report-2022.pdf
Gender Equality,gender-responsive budgeting,The-Sustainable-Development-Goals-Report-2022.pdf
Progress Status,on track,The-Sustainable-Development-Goals-Report-2022.pdf
Progress Status,on track,The-Sustainable-Development-Goals-Report-2022.pdf
Progress Status,on track,The-Sustainable-Development-Goals-Report-2022.pdf
Progress Status,on track,The-Sustainable-Development-Goals-Report-2022.pdf
Progress Status,on track,The-Sustainable-Development-Goals-Report-2022.pdf
Progress Status,No data,The-Sustainable-Development-Goals-Report-2022.pdf
Progress Status,on track,The-Sustainable-Development-Goals-Report-2022.pdf
Progress Status,On track,The-Sustainable-Development-Goals-Report-2022.pdf
Action and Impact,urgent action,The-Sustainable-Development-Goals-Report-2022.pdf
Action and Impact,urgent action,The-Sustainable-Development-Goals-Report-2022.pdf
Action and Impact,economic loss,The-Sustainable-Development-Goals-Report-2022.pdf
Data and Monitoring,disaggregated data,The-Sustainable-Development-Goals-Report-2022.pdf
Data and Monitoring,data gaps,The-Sustainable-Development-Goals-Report-2022.pdf
Data and Monitoring,data gaps,The-Sustainable-Development-Goals-Report-2022.pdf
Data and Monitoring,disaggregated data,The-Sustainable-Development-Goals-Report-2022.pdf
Data and Monitoring,disaggregated data,The-Sustainable-Development-Goals-Report-2022.pdf
Data and Monitoring,data gaps,The-Sustainable-Development-Goals-Report-2022.pdf
Data and Monitoring,data gaps,The-Sustainable-Development-Goals-Report-2022.pdf
Data and Monitoring,data gaps,The-Sustainable-Development-Goals-Report-2022.pdf
Data and Monitoring,disaggregated data,The-Sustainable-Development-Goals-Report-2022.pdf
Data and Monitoring,data gaps,The-Sustainable-Development-Goals-Report-2022.pdf
Biodiversity and Ecosystems,biodiversity loss,The-Sustainable-Development-Goals-Report-2022.pdf
Biodiversity and Ecosystems,biodiversity loss,The-Sustainable-Development-Goals-Report-2022.pdf
Biodiversity and Ecosystems,biodiversity loss,The-Sustainable-Development-Goals-Report-2022.pdf
Marine and Water Issues,Life below water,The-Sustainable-Development-Goals-Report-2022.pdf
Marine and Water Issues,ocean acidification,The-Sustainable-Development-Goals-Report-2022.pdf
Marine and Water Issues,water stress,The-Sustainable-Development-Goals-Report-2022.pdf
Marine and Water Issues,marine pollution,The-Sustainable-Development-Goals-Report-2022.pdf
Marine and Water Issues,water stress,The-Sustainable-Development-Goals-Report-2022.pdf
Marine and Water Issues,Water stress,The-Sustainable-Development-Goals-Report-2022.pdf
Marine and Water Issues,water stress,The-Sustainable-Development-Goals-Report-2022.pdf
Marine and Water Issues,water stress,The-Sustainable-Development-Goals-Report-2022.pdf
Marine and Water Issues,water stress,The-Sustainable-Development-Goals-Report-2022.pdf
Marine and Water Issues,water stress,The-Sustainable-Development-Goals-Report-2022.pdf
Marine and Water Issues,water stress,The-Sustainable-Development-Goals-Report-2022.pdf
Marine and Water Issues,water stress,The-Sustainable-Development-Goals-Report-2022.pdf
Marine and Water Issues,ocean acidification,The-Sustainable-Development-Goals-Report-2022.pdf
Marine and Water Issues,Life below water,The-Sustainable-Development-Goals-Report-2022.pdf
Marine and Water Issues,ocean acidification,The-Sustainable-Development-Goals-Report-2022.pdf
Marine and Water Issues,Ocean acidification,The-Sustainable-Development-Goals-Report-2022.pdf
Marine and Water Issues,ocean acidification,The-Sustainable-Development-Goals-Report-2022.pdf
Marine and Water Issues,marine pollution,The-Sustainable-Development-Goals-Report-2022.pdf
Marine and Water Issues,Life below water,The-Sustainable-Development-Goals-Report-2022.pdf
Energy Transition,energy efficiency,The-Sustainable-Development-Goals-Report-2022.pdf
Energy Transition,energy efficiency,The-Sustainable-Development-Goals-Report-2022.pdf
Energy Transition,energy efficiency,The-Sustainable-Development-Goals-Report-2022.pdf
Energy Transition,energy efficiency,The-Sustainable-Development-Goals-Report-2022.pdf
Energy Transition,energy efficiency,The-Sustainable-Development-Goals-Report-2022.pdf
Work and Employment,Decent work,The-Sustainable-Development-Goals-Report-2022.pdf
Work and Employment,labour market,The-Sustainable-Development-Goals-Report-2022.pdf
Work and Employment,unemployment rate,The-Sustainable-Development-Goals-Report-2022.pdf
Work and Employment,decent work,The-Sustainable-Development-Goals-Report-2022.pdf
Work and Employment,UNEMPLOYMENT RATE,The-Sustainable-Development-Goals-Report-2022.pdf
Work and Employment,Labour Market,The-Sustainable-Development-Goals-Report-2022.pdf
Work and Employment,Decent work,The-Sustainable-Development-Goals-Report-2022.pdf
Work and Employment,decent work,The-Sustainable-Development-Goals-Report-2022.pdf
Work and Employment,labour market,The-Sustainable-Development-Goals-Report-2022.pdf
Work and Employment,labour market,The-Sustainable-Development-Goals-Report-2022.pdf
Work and Employment,Labour market,The-Sustainable-Development-Goals-Report-2022.pdf
Work and Employment,labour market,The-Sustainable-Development-Goals-Report-2022.pdf
Work and Employment,Labour market,The-Sustainable-Development-Goals-Report-2022.pdf
Work and Employment,unemployment rate,The-Sustainable-Development-Goals-Report-2022.pdf
Work and Employment,Unemployment rate,The-Sustainable-Development-Goals-Report-2022.pdf
Work and Employment,Labour market,The-Sustainable-Development-Goals-Report-2022.pdf
Work and Employment,unemployment rate,The-Sustainable-Development-Goals-Report-2022.pdf
Work and Employment,Decent work,The-Sustainable-Development-Goals-Report-2022.pdf
Work and Employment,labour market,The-Sustainable-Development-Goals-Report-2022.pdf
Work and Employment,decent work,The-Sustainable-Development-Goals-Report-2022.pdf
Work and Employment,decent work,The-Sustainable-Development-Goals-Report-2022.pdf
Inequalities,Reduced inequalities,The-Sustainable-Development-Goals-Report-2022.pdf
Inequalities,income inequality,The-Sustainable-Development-Goals-Report-2022.pdf
Inequalities,income inequality,The-Sustainable-Development-Goals-Report-2022.pdf
Inequalities,Reduced inequalities,The-Sustainable-Development-Goals-Report-2022.pdf
Inequalities,income inequality,The-Sustainable-Development-Goals-Report-2022.pdf
Inequalities,income inequality,The-Sustainable-Development-Goals-Report-2022.pdf
Inequalities,income inequality,The-Sustainable-Development-Goals-Report-2022.pdf
Inequalities,income inequality,The-Sustainable-Development-Goals-Report-2022.pdf
Inequalities,income inequality,The-Sustainable-Development-Goals-Report-2022.pdf
Inequalities,Income inequality,The-Sustainable-Development-Goals-Report-2022.pdf
Inequalities,income inequality,The-Sustainable-Development-Goals-Report-2022.pdf
Inequalities,Reduced inequalities,The-Sustainable-Development-Goals-Report-2022.pdf
Health Metrics,mental health,The-Sustainable-Development-Goals-Report-2022.pdf
Health Metrics,mental health,The-Sustainable-Development-Goals-Report-2022.pdf
Health Metrics,mental health,The-Sustainable-Development-Goals-Report-2022.pdf
Health Metrics,mental health,The-Sustainable-Development-Goals-Report-2022.pdf
Health Metrics,mental health,The-Sustainable-Development-Goals-Report-2022.pdf
Health Metrics,mental health,The-Sustainable-Development-Goals-Report-2022.pdf
Health Metrics,mental health,The-Sustainable-Development-Goals-Report-2022.pdf
Health Metrics,Universal health coverage,The-Sustainable-Development-Goals-Report-2022.pdf
Health Metrics,mental health,The-Sustainable-Development-Goals-Report-2022.pdf
Health Metrics,mental health,The-Sustainable-Development-Goals-Report-2022.pdf
Health Metrics,mental health,The-Sustainable-Development-Goals-Report-2022.pdf
Financial Support,development aid,The-Sustainable-Development-Goals-Report-2022.pdf
Financial Support,development aid,The-Sustainable-Development-Goals-Report-2022.pdf
Financial Support,Climate finance,The-Sustainable-Development-Goals-Report-2022.pdf
Financial Support,climate finance,The-Sustainable-Development-Goals-Report-2022.pdf
